malware,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90,t_91,t_92,t_93,t_94,t_95,t_96,t_97,t_98,t_99
1,95,134,135,261,152,182,135,182,136,135,186,182,161,152,182,152,169,182,135,231,235,218,231,235,218,93,134,135,231,174,136,135,93,152,169,152,136,135,92,230,136,135,93,136,135,261,134,136,92,84,85,136,135,97,155,158,173,153,134,135,182,135,182,169,186,152,135,169,95,134,135,261,9,153,282,153,94,152,136,135,25,136,135,28,135,31,135,103,136,135,166,159,166,194,166,231,235,84,85,218
1,95,136,135,136,135,136,135,136,135,134,135,134,135,261,136,135,28,176,190,153,176,190,153,135,29,135,35,135,155,79,256,192,153,231,235,218,9,231,235,227,231,235,218,227,218,231,235,218,25,273,220,237,218,231,235,136,95,235,218,231,235,218,231,235,218,9,6,134,135,231,60,265,138,6,152,136,135,231,233,226,231,233,226,231,161,235,53,95,231,235,231,235,231,235,231,235,231,235,231,235
1,253,208,134,136,135,136,135,136,135,180,173,231,235,218,231,235,218,231,235,218,231,235,218,231,235,218,231,153,176,190,153,176,190,153,136,135,97,155,158,173,153,230,135,16,136,135,92,230,136,135,231,235,218,231,135,231,235,218,135,231,235,218,135,104,135,231,218,235,218,231,218,235,218,135,153,166,231,218,235,218,231,97,140,97,92,231,136,135,235,218,231,235,218,157,89,97,153,136,135,227
1,95,136,135,136,135,136,135,136,135,134,135,134,135,261,136,135,28,176,190,153,176,190,153,135,29,135,35,135,155,79,256,192,153,231,235,218,9,231,235,227,231,235,218,227,218,231,235,218,25,273,220,136,95,237,218,231,235,218,231,235,218,231,235,218,9,161,53,95,6,134,135,161,53,135,231,95,60,265,138,161,53,95,161,53,95,6,152,136,135,161,53,95,231,233,226,161,53,95,226,231
1,230,176,190,153,176,190,153,183,139,152,139,134,135,134,135,134,139,135,94,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,135,59,138,59,138,152,94,153,94,152,136,135,134,59,138,59,138,49,94,59,138,94,49,134,59,138,59,138,59,138,134,135,139,134,135,134,135,94,57,138,265,152,136,135,97,155,158,173,153,94,152,16,97
1,230,176,190,153,176,190,153,183,139,152,139,134,135,134,135,134,139,135,94,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,135,59,138,59,138,152,94,153,94,152,136,135,134,59,138,59,138,49,94,59,138,94,49,134,59,138,59,138,59,138,134,135,139,134,135,134,135,94,57,138,265,152,136,135,97,155,158,173,153,94,152,16,97
1,94,136,135,153,176,190,153,176,190,153,136,135,97,155,158,173,153,94,152,136,135,94,136,135,94,135,231,235,218,49,153,231,92,136,135,9,135,153,231,235,218,153,94,178,153,178,153,152,231,235,218,231,134,59,136,247,152,247,152,247,135,89,135,89,155,56,153,256,135,89,192,256,192,256,192,256,192,256,192,256,192,152,256,192,152,192,256,192,152,256,192,169,135,89,256,192,256,192,256,192
1,95,136,135,136,135,81,135,134,135,261,135,153,283,135,134,135,182,152,136,135,95,93,157,95,176,177,189,182,92,134,136,92,134,176,190,153,134,135,153,177,190,153,136,135,136,135,97,16,134,135,136,135,177,190,153,177,190,153,93,134,135,177,174,136,135,93,152,169,152,136,135,136,135,136,135,95,177,190,153,136,135,92,177,136,135,136,135,93,136,135,136,135,95,134,135,152,81,152,261,9
1,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,182,230,176,190,153,176,190,153,183,139,152,139,134,135,94,134,135,230,234,218,134,135,94,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,135,59,138,59,138,153,152,94,152
1,95,152,169,152,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,152,134,135,261,152,94,72,253,134,135,16,57,262,134,135,230,134,135,176,190,153,176,190,153,135,134,135,16,153,136,208,136,135,137,134,136,135,97,155,158,173,153,230,136,135,152,135,231,235,135,218,136,135,288,76,231,235,218,155,79,256,158,173,256,204,153,252,153,136,135,136,135,155,197
1,95,136,135,136,135,136,135,136,135,134,135,134,135,261,136,135,28,176,190,153,176,190,153,135,29,135,35,135,155,79,256,192,153,231,235,218,9,231,235,227,231,235,218,227,218,231,235,218,25,273,220,237,136,95,237,218,231,235,218,231,235,218,231,235,218,9,161,53,95,161,53,95,6,134,135,231,161,53,95,231,60,265,138,161,53,95,161,53,95,6,152,136,135,231,233,161,226,231,233,226
0,152,169,152,81,152,134,135,95,59,138,59,138,155,81,153,231,235,218,231,235,218,93,134,135,231,174,92,230,136,189,230,234,218,176,190,153,176,190,153,176,190,153,231,108,176,190,153,166,152,94,153,176,190,153,176,190,153,136,135,134,59,138,59,138,152,169,152,136,135,133,94,173,134,135,152,94,153,94,152,94,136,135,136,135,97,155,158,173,153,152,49,94,49,94,49,153,231,92,136,135
1,95,93,157,95,176,177,136,135,177,135,187,135,167,177,187,135,168,135,153,76,177,135,190,135,190,153,56,177,187,168,153,177,190,153,56,177,187,153,177,187,153,56,177,190,153,177,190,153,134,135,177,190,153,189,182,92,134,136,92,134,176,190,153,134,135,153,177,190,153,136,135,95,136,135,155,79,158,173,93,153,204,153,155,79,158,173,93,153,204,153,176,177,153,177,190,153,56,177,187,168
1,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,182,95,152,169,152,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,152,134,135,261,152,72,94,253,134,135,16,57,262,134,135
1,95,136,135,136,135,136,135,136,135,134,135,134,135,261,157,136,135,137,155,46,153,135,134,135,89,136,135,137,136,95,124,119,130,117,109,130,135,217,136,135,217,136,135,230,219,218,219,236,234,135,134,25,136,135,209,135,209,211,135,211,136,135,137,135,273,181,166,152,137,152,166,137,153,181,137,152,153,112,152,116,133,261,136,134,201,153,135,153,204,153,218,153,204,153,218,153,137,176,190,153
1,95,93,157,95,176,177,136,135,231,135,233,135,226,231,233,135,229,135,218,76,231,135,235,135,235,218,56,231,233,229,218,231,235,218,56,231,233,218,231,233,218,56,231,235,218,231,235,218,134,135,231,235,218,189,182,92,134,136,92,134,176,190,153,134,135,176,190,176,190,153,176,167,176,190,153,167,153,176,153,176,168,153,176,153,176,168,153,176,153,176,190,153,176,153,176,190,153,177,190,153
1,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,182,153,176,190,153,176,190,153,134,135,134,135,134,135,93,152,231,56,140,136,135,89,140,134,135,231,176,190,134,135,136,135,134,135,99,140,231,235,218,134,135,134,135,253,136,253,136,253,94,59,208,59,138,59,138,153,152,94,152,136,135,136,135,136,135,136,135,136,135,141,135,141
1,230,176,190,153,176,190,153,183,139,152,139,134,135,134,135,134,139,135,94,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,135,59,138,59,138,152,94,153,94,152,136,135,134,59,138,59,138,49,94,59,138,94,49,134,59,138,59,138,59,138,134,135,134,135,134,135,134,135,152,169,134,135,136,135,72,161,72,161,72,161,72,161,72
1,95,136,135,136,135,136,135,136,135,134,135,134,135,261,136,135,28,176,190,153,176,190,153,135,29,135,35,135,155,79,256,192,153,231,235,218,9,231,235,227,231,235,218,227,218,231,235,218,25,273,220,237,136,95,237,218,231,235,218,231,235,218,231,235,218,9,6,134,135,231,60,265,138,161,53,95,6,152,136,135,231,233,226,231,233,226,231,235,231,235,231,235,231,235,231,235,231,235,231,235
1,230,176,190,153,176,190,153,183,139,152,139,134,135,134,135,134,139,135,94,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,135,59,152,94,153,94,152,136,135,134,59,49,94,59,138,94,49,134,59,138,134,135,134,135,134,135,134,135,139,253,134,135,92,136,253,135,98,139,152,169,134,135,72,161,72,161,72,161,72,161,72,161,72
1,134,135,152,139,176,190,153,176,190,153,139,153,139,134,135,134,135,253,136,253,155,158,173,153,183,155,158,173,153,93,182,155,57,265,138,79,256,192,256,79,152,192,152,192,152,169,152,169,256,134,135,76,18,256,155,152,192,256,79,152,192,152,192,169,256,252,256,205,169,153,136,135,136,135,97,155,158,173,153,152,169,152,136,135,133,94,173,134,135,152,94,153,94,152,136,135,136,135,20,153
1,230,176,190,153,176,190,153,183,139,152,139,134,135,134,135,134,139,135,94,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,135,59,138,59,138,152,94,153,94,152,136,135,134,59,138,59,138,49,94,59,138,94,49,134,59,138,59,138,59,138,134,135,139,134,135,134,135,94,57,138,265,152,136,135,97,155,158,173,153,94,152,16,97
1,95,136,135,136,135,136,135,136,135,134,135,134,135,261,136,135,28,176,190,153,176,190,153,135,29,135,35,135,155,79,256,192,153,231,235,218,9,231,235,227,231,235,218,227,218,231,235,218,25,273,220,237,218,231,235,218,136,95,231,235,218,231,235,218,9,6,134,135,231,152,231,60,265,138,152,6,152,136,135,231,233,226,231,233,226,231,235,231,235,231,235,231,235,231,235,231,235,231,235,231
1,95,136,135,136,135,136,135,136,135,134,135,134,135,261,136,135,28,176,190,153,176,190,153,135,29,135,35,135,155,79,256,192,153,231,235,218,9,231,235,227,231,235,218,227,218,231,235,218,25,273,220,136,95,220,237,218,231,235,218,231,235,218,231,235,218,9,161,53,95,6,134,135,231,161,53,95,60,265,138,6,152,161,53,95,136,135,161,53,95,231,233,226,231,233,226,231,235,231,235,231
1,95,136,135,136,135,136,135,136,135,136,135,261,182,152,136,135,136,135,136,135,97,16,134,135,136,135,231,235,218,231,235,218,93,134,135,231,174,136,135,93,152,169,152,136,135,136,135,136,135,95,230,234,218,136,135,92,230,136,135,136,135,93,136,135,136,135,95,134,135,261,9,153,282,152,153,94,152,136,135,25,136,135,28,135,31,135,103,136,135,166,152,159,166,194,49,94,49,94,136,135
1,95,136,135,136,135,136,135,136,135,134,135,134,135,261,136,135,28,176,190,153,176,190,153,135,29,135,35,135,155,79,256,192,153,231,235,218,9,231,235,227,231,235,218,227,218,231,235,218,25,273,220,237,136,95,237,218,231,235,218,231,235,218,231,235,218,9,6,134,135,231,60,265,138,6,152,136,135,231,233,226,231,233,226,231,235,231,235,231,235,231,235,231,235,231,235,231,235,231,235,231
1,95,152,169,152,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,152,261,253,155,152,256,192,152,192,152,192,59,138,59,138,134,59,138,59,138,152,169,152,136,135,133,94,173,134,135,152,94,153,176,190,153,176,190,153,94,152,136,135,49,94,59,138,94,49,153,231,92,231,235,218,231,235,218,93,134,135,231,174,136,135,9,135,153,231,235,218,153,94,178
1,253,157,134,135,134,135,180,173,153,136,135,180,173,231,136,135,231,218,235,231,218,136,135,231,235,218,76,231,95,135,137,18,76,119,124,117,109,128,130,135,217,136,135,217,136,135,230,219,218,219,236,234,135,134,25,136,135,209,135,211,135,136,135,137,209,211,135,273,181,152,137,152,166,137,153,181,137,136,135,9,134,135,166,136,135,136,135,166,136,135,136,135,93,136,135,136,135,220,231,235
1,253,208,134,136,135,136,135,136,135,180,173,231,235,218,231,235,218,231,235,218,231,235,218,231,235,218,231,153,136,135,97,155,158,173,153,230,135,16,136,135,136,135,231,235,218,231,135,231,235,218,135,231,235,218,135,104,135,231,218,235,218,231,218,235,218,135,153,166,231,218,235,218,231,136,135,227,231,235,218,227,218,135,231,155,153,184,153,135,152,134,135,134,135,134,135,136,135,136,189,230
1,95,134,135,261,176,231,235,218,152,133,182,135,182,136,135,97,136,135,136,189,230,234,218,176,190,153,176,190,153,176,190,153,231,108,176,190,153,166,153,152,153,152,157,137,176,182,161,152,182,152,169,182,135,152,169,152,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135
1,253,208,134,136,135,136,135,136,135,180,173,231,235,218,231,235,218,231,235,218,231,235,218,231,235,218,231,153,176,190,153,176,190,153,136,135,97,155,158,173,153,230,135,16,97,16,134,135,136,135,92,230,136,135,231,235,218,231,135,231,235,218,135,231,235,218,135,104,135,231,218,235,218,231,218,235,218,135,153,166,231,218,235,218,231,136,97,140,97,92,231,136,135,235,218,231,235,218,157,89
1,95,93,157,95,176,177,136,135,231,135,233,135,226,231,233,135,229,135,218,76,231,135,235,135,235,218,56,231,233,229,218,231,235,218,56,231,233,218,231,233,218,56,231,235,218,231,235,218,134,135,231,235,218,189,182,92,134,136,92,134,176,190,153,134,135,153,177,190,153,136,135,95,136,135,155,79,158,173,93,153,204,153,155,79,158,173,93,153,204,153,231,218,231,235,218,56,153,231,235,218
1,95,134,135,261,153,152,169,152,136,135,133,94,173,134,135,152,94,182,135,182,136,135,97,136,135,136,189,230,234,218,176,190,153,176,190,153,176,190,153,231,108,176,190,153,166,153,157,137,176,182,161,152,182,152,169,182,135,152,169,152,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135
1,95,136,135,136,135,136,135,136,135,136,135,134,135,134,135,261,152,169,152,136,135,133,94,173,134,135,152,94,153,176,190,153,176,190,153,94,152,136,135,182,152,136,135,136,135,136,135,97,16,134,135,136,135,231,235,218,231,235,218,93,134,135,231,174,136,135,93,152,136,135,136,135,136,135,95,230,234,218,136,135,92,230,136,135,136,135,93,136,135,136,135,95,134,135,152,261,9,153,282,152
1,253,208,134,136,135,136,135,136,135,180,173,231,235,218,231,235,218,231,235,218,231,235,218,231,235,218,231,153,176,190,153,176,190,153,136,135,97,155,158,173,153,230,135,16,136,135,92,230,136,135,231,235,218,231,135,231,235,218,135,231,235,218,135,104,135,231,218,235,218,231,218,235,218,135,153,166,231,218,235,218,231,136,135,227,231,235,218,227,218,135,231,155,153,184,153,135,97,140,97,92
1,230,176,190,153,176,190,153,183,139,152,139,134,135,134,135,134,139,135,94,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,135,59,138,59,138,152,94,153,94,152,136,135,134,59,138,59,138,49,94,59,138,94,49,134,59,138,59,138,59,138,134,135,139,134,135,134,135,94,57,138,265,152,136,135,97,155,158,173,153,94,152,16,97
1,95,136,135,136,135,136,135,136,135,136,135,261,152,169,152,136,135,133,94,173,134,135,152,94,153,176,190,153,176,190,153,94,152,136,135,182,152,136,135,136,135,136,135,97,16,134,135,136,135,231,235,218,231,235,218,93,134,135,231,174,136,135,93,152,169,152,136,135,136,135,136,135,95,230,234,218,136,135,92,230,136,135,136,135,93,136,135,136,135,95,134,135,261,9,153,282,152,25,136,135
1,253,208,134,136,135,136,135,136,135,180,173,231,235,218,231,235,218,231,235,218,231,235,218,231,235,218,231,153,176,190,153,176,190,153,136,135,97,155,158,173,153,230,135,16,136,135,92,230,136,135,231,235,218,231,135,231,235,218,135,231,235,218,135,104,135,231,218,235,218,231,218,235,218,135,153,166,231,218,235,218,231,136,135,227,231,235,218,227,218,135,231,155,153,184,153,97,140,97,92,231
1,95,157,95,177,187,177,136,135,231,135,233,135,226,231,233,135,229,135,218,76,231,135,235,218,175,184,153,231,233,218,231,233,229,218,231,235,218,175,231,233,218,231,235,218,175,231,235,218,231,235,218,231,235,218,95,189,182,92,134,136,92,134,176,190,153,134,135,153,187,177,190,153,95,136,135,95,136,135,155,79,158,173,93,153,204,153,155,79,158,173,93,153,204,153,231,218,231,235,218,175
1,95,157,95,177,187,177,136,135,231,135,233,135,226,231,233,135,229,135,218,76,231,135,235,218,175,184,153,231,233,218,231,233,229,218,231,235,218,175,231,233,218,231,235,218,175,231,235,218,231,235,218,231,235,218,95,189,182,92,134,136,92,134,176,190,153,134,135,153,187,177,190,153,95,136,135,95,136,135,155,79,158,173,93,153,204,153,155,79,158,173,93,153,204,153,231,218,231,235,218,175
1,95,134,135,261,152,182,135,182,136,135,182,161,152,182,152,169,182,135,93,152,169,152,136,135,95,230,234,218,136,135,152,93,136,135,261,134,136,92,84,85,136,135,97,155,158,173,153,134,135,182,135,182,135,169,95,134,135,261,9,153,282,153,94,152,136,135,25,136,135,49,94,28,135,49,94,31,135,94,135,94,153,103,176,94,136,94,135,94,218,166,159,166,194,166,49,152,94,49,231,153
1,95,136,135,136,135,136,135,136,135,136,135,134,135,134,135,261,152,169,152,136,135,133,94,173,134,135,152,94,153,176,190,153,176,190,153,94,152,136,135,182,152,136,135,136,135,136,135,97,16,134,135,136,135,231,235,218,231,235,218,93,134,135,231,174,136,135,93,152,169,152,136,135,136,135,136,135,95,230,234,218,136,135,92,230,136,135,136,135,93,136,135,136,135,95,134,135,261,9,153,282
1,95,93,157,95,176,177,136,135,231,135,233,135,226,231,233,135,229,135,218,76,231,135,235,135,235,218,56,231,233,229,218,231,235,218,56,231,233,218,231,233,218,56,231,235,218,231,235,218,134,135,231,235,218,189,182,92,134,136,92,134,176,190,153,134,135,153,177,190,153,136,135,95,136,135,155,79,158,173,93,153,204,153,155,79,158,173,93,153,204,153,231,218,231,235,218,56,153,231,235,218
1,95,136,135,136,135,136,135,136,135,134,135,134,135,261,136,135,28,176,190,153,176,190,153,135,29,135,35,135,155,79,256,192,153,231,235,218,9,231,235,227,231,235,218,227,218,231,235,218,25,273,220,136,95,237,218,231,235,218,231,235,218,231,235,218,9,6,134,135,231,60,265,138,6,152,136,135,231,233,161,226,53,95,226,231,233,226,231,235,231,235,231,235,231,235,231,235,231,235,231,235
1,93,134,135,92,152,253,152,169,152,136,253,136,253,97,140,97,92,231,136,135,235,218,231,235,176,190,153,176,190,153,218,157,89,97,153,136,253,136,253,136,135,134,135,136,253,136,253,136,253,134,135,183,155,158,173,153,136,253,152,136,253,136,253,136,253,136,253,135,231,153,183,140,134,135,134,135,134,135,92,253,136,253,155,158,173,153,183,155,158,173,153,93,182,155,60,265,138,79,256,192
1,231,235,218,186,72,186,152,136,135,136,189,230,234,218,176,190,153,176,190,153,176,190,153,231,108,176,190,153,135,166,135,136,135,166,159,166,194,166,135,72,204,186,72,204,175,182,135,182,136,135,182,59,72,204,186,72,204,161,182,152,169,182,135,152,169,152,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135
1,95,134,135,261,152,182,135,182,136,135,186,182,161,152,182,152,169,182,135,152,169,152,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,152,134,135,179,153,94,153,176,94,218,94,136,135,136,135,93,152,169,152,136,135,136,135,95
1,95,152,169,152,134,135,134,152,261,288,81,159,288,81,159,288,81,159,288,81,159,288,81,159,288,81,159,288,81,159,288,81,159,288,81,159,288,81,159,288,81,159,288,81,159,288,81,159,288,81,159,288,81,159,288,81,159,288,81,159,288,81,159,288,81,159,288,81,159,288,81,159,288,81,159,288,81,159,288,81,159,288,81,159,288,81,159,288,81,159,288,81,159,288,81,159,288,81,159,288
1,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,182,153,176,190,153,176,190,153,134,135,134,135,134,135,93,152,231,56,140,136,135,89,140,134,135,231,176,190,134,135,136,135,134,135,99,140,231,235,218,134,135,134,135,253,136,253,136,253,94,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,208
1,95,136,135,136,135,95,93,157,95,176,177,136,135,136,135,136,135,136,135,261,93,134,135,92,136,153,176,190,153,176,190,153,136,135,97,155,158,173,153,92,136,76,92,136,92,136,92,176,190,176,190,153,176,136,92,136,135,95,189,182,92,134,136,92,134,176,190,153,134,135,153,177,190,153,152,169,152,136,92,136,92,136,76,177,190,153,177,190,153,93,134,135,177,174,136,135,208,136,135,59
1,95,152,169,152,134,135,134,152,261,95,136,135,152,134,135,89,231,134,61,231,235,231,235,231,235,231,235,230,134,135,134,135,174,178,64,231,235,95,231,235,218,231,235,218,231,235,218,136,135,218,136,135,25,231,235,231,235,134,135,134,182,134,182,231,235,218,231,235,218,93,134,135,231,136,135,9,231,235,231,235,231,235,231,235,231,235,231,235,231,235,231,235,231,235,231,235,136,135,136,135
1,95,152,169,152,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,152,81,152,134,135,261,155,153,61,62,161,72,136,135,153,157,137,176,95,166,159,166,194,166,95,153,152,169,152,176,190,136,135,152,169,152,155,153,136,135,97,155,158,173,153,135,231,235,135,218,136,135,288,76,231,235,218,155,79,256,158,173,256,204,153,252,153,136,135,136,135,155,197,231
1,95,152,169,152,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,152,134,135,261,152,155,79,256,192,176,190,153,176,190,153,152,231,220,231,218,237,218,136,135,152,169,152,136,135,133,94,173,134,135,152,94,153,94,152,136,135,94,59,138,59,138,134,94,59,138,59,138,9,59,138,152,169,152,176,190,86,152,59,138,59,138,136,135,97,155,158,173,153,94
0,261,134,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190
1,95,136,135,136,135,136,135,136,135,134,135,134,135,261,136,135,28,176,190,153,176,190,153,135,29,135,35,135,155,79,256,192,153,231,235,218,9,231,235,227,231,235,218,227,218,231,235,218,25,273,220,237,218,231,136,95,235,218,231,235,218,231,235,218,9,6,134,135,231,152,231,60,265,138,152,6,152,136,135,231,233,226,231,233,226,231,235,231,235,231,235,231,235,231,235,231,235,231,235,231
1,95,152,169,152,134,135,134,152,261,208,134,135,134,135,134,135,134,135,134,135,253,152,56,153,56,153,56,153,56,153,56,153,56,153,60,265,138,152,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,152,134,135
1,230,176,190,153,176,190,153,183,139,152,139,134,135,134,135,134,139,135,94,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,135,59,138,59,138,152,94,153,94,152,136,135,134,59,138,59,138,49,94,59,138,94,49,134,59,138,59,138,59,138,134,135,139,134,135,134,135,94,57,138,265,152,136,135,97,155,158,173,153,94,152,16,97
1,230,176,190,153,176,190,153,183,139,152,139,134,135,134,135,134,139,135,94,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,135,59,138,59,138,152,94,153,94,152,136,135,134,59,138,59,138,49,94,59,138,94,49,134,59,138,59,138,59,138,134,135,139,134,135,134,135,94,57,138,265,152,136,135,97,155,158,173,153,94,152,16,97
1,153,176,190,153,176,190,153,134,135,134,135,134,135,93,152,231,56,140,136,135,89,140,134,135,231,176,190,134,135,136,135,134,135,140,231,235,218,134,135,134,135,253,136,253,136,253,94,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,208,59,138,59,138,153,152,94,152,136,135,136,135,136,135,136,135,136,135,141,135,141,136,135,136,135,136,135,134
1,153,176,190,153,176,190,153,134,135,134,135,134,135,93,152,231,56,140,136,135,89,140,134,135,231,176,190,134,135,136,135,134,135,99,140,231,235,218,134,135,134,135,253,136,253,136,253,94,59,208,59,138,59,138,153,152,94,152,136,135,136,135,136,135,136,135,136,135,141,135,141,136,135,136,135,136,135,134,59,138,59,138,49,94,59,138,94,49,134,59,138,59,138,59,138,134,135,140,134,135
1,95,253,155,256,192,256,192,153,155,152,256,192,98,76,155,153,155,205,153,155,256,192,153,176,190,153,176,190,153,136,135,97,155,158,173,153,98,76,155,153,155,256,192,256,192,256,192,205,186,258,153,42,136,135,98,76,155,153,155,153,42,155,79,256,192,288,155,192,205,192,205,192,205,258,254,153,137,231,235,218,231,235,218,93,134,135,231,174,92,230,152,169,152,81,152,134,135,95,136,135
1,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,182,153,176,190,153,176,190,153,134,135,134,135,134,135,93,152,231,56,140,136,135,89,140,134,135,231,176,190,134,135,136,135,134,135,99,140,231,235,218,134,135,134,135,253,136,253,136,253,94,59,208,59,138,59,138,153,152,94,152,136,135,136,135,136,135,136,135,136
1,153,176,190,153,176,190,153,134,135,134,135,134,135,93,152,231,56,140,136,135,89,140,134,135,231,176,190,134,135,136,135,134,135,140,231,235,218,134,135,134,135,253,136,253,136,253,94,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,208,59,138,59,138,153,152,94,152,136,135,136,135,136,135,136,135,136,135,141,135,141,136,135,136,135,136,135,134
1,253,208,134,136,135,136,135,136,135,180,173,231,235,218,231,235,218,231,235,218,231,235,218,231,235,218,231,153,176,190,153,176,190,153,136,135,97,155,158,173,153,230,135,16,136,135,92,230,136,135,231,235,218,231,135,231,235,218,135,231,235,218,135,104,135,231,218,235,218,231,218,235,218,135,153,166,231,218,235,218,231,97,140,97,92,231,136,135,235,218,231,235,218,157,89,97,153,136,135,136
1,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,182,153,176,190,153,176,190,153,134,135,134,135,134,135,93,152,231,56,140,136,135,89,140,134,135,231,176,190,134,135,136,135,134,135,99,140,231,235,218,134,135,134,135,253,136,253,136,253,94,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59
1,95,136,135,136,135,81,135,134,135,134,135,261,153,135,134,135,182,152,136,135,95,93,157,95,176,177,189,182,92,134,136,92,134,176,190,153,134,135,153,177,190,153,136,135,136,135,97,16,134,135,136,135,177,190,153,177,190,153,93,134,135,177,174,136,135,93,152,169,152,136,135,136,135,136,135,95,177,190,153,136,135,92,177,136,135,136,135,93,136,135,136,135,95,134,135,152,81,152,261,9
1,95,136,135,136,135,95,93,157,95,176,177,136,135,136,135,136,135,136,135,261,93,134,135,92,136,153,176,190,153,176,190,153,136,135,97,155,158,173,153,92,136,76,92,136,92,136,92,176,190,176,190,153,176,136,92,136,135,95,189,182,92,134,136,92,134,176,190,153,134,135,153,177,190,153,152,169,152,136,92,136,92,136,76,177,190,153,177,190,153,93,134,135,177,174,136,135,208,136,135,59
