,malware,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90,t_91,t_92,t_93,t_94,t_95,t_96,t_97,t_98,t_99
802,1,95,136,135,136,135,136,135,136,135,134,135,134,135,261,136,135,28,176,190,153,176,190,153,135,29,135,35,135,155,79,256,192,153,231,235,218,9,231,235,227,231,235,218,227,218,231,235,218,25,273,220,237,218,231,235,218,231,235,218,231,235,218,9,136,95,6,134,135,231,60,265,138,6,152,161,53,95,136,135,231,233,226,231,233,226,231,235,231,235,231,235,231,235,231,235,231,235,231,235,231
2300,1,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,182,153,176,190,153,176,190,153,134,135,134,135,134,135,93,152,231,56,140,136,135,89,140,134,135,231,176,190,134,135,136,135,134,135,140,231,235,218,134,135,134,135,253,136,253,136,253,94,59,208,59,153,152,94,152,136,135,136,135,136,135,136,135,136,135,141,135,141,136,135,136,135,136,135,134,59,49,94
2655,0,57,138,134,135,152,230,152,230,56,99,153,56,155,56,153,155,81,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256
3466,0,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,182,152,169,152,81,152,134,135,95,134,135,152,56,153,56,153,56,153,56,153,56,153,56,153,56,153,56,153,56,153,155,81,256,152,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,152,192,152,169,152,169,153,152,95,61,152,169,152,136,135,133
3898,0,152,169,152,81,152,134,135,95,59,138,59,138,155,81,153,231,235,218,231,235,218,93,134,135,231,174,92,230,136,189,230,234,218,176,190,153,176,190,153,176,190,153,231,108,176,190,153,166,152,94,153,176,190,153,176,190,153,136,135,134,59,138,59,138,152,169,152,136,135,133,94,173,134,135,152,94,153,94,152,94,136,135,136,135,97,155,158,173,153,152,49,94,59,138,94,49,94,49,153,231
1647,1,253,208,134,136,135,136,135,136,135,180,173,231,235,218,231,235,218,231,235,218,231,235,218,231,235,218,231,153,176,190,153,176,190,153,136,135,97,155,158,173,153,230,135,16,136,135,92,230,136,135,231,235,218,231,135,231,235,218,135,231,235,218,135,104,135,231,218,235,218,231,218,235,218,135,153,166,231,218,235,218,231,136,135,227,231,235,218,227,218,97,140,97,92,231,136,135,235,218,231,235
2466,0,95,261,140,174,157,59,138,59,138,59,231,235,94,218,136,135,231,135,235,135,235,135,218,135,230,136,135,219,234,236,218,231,220,218,220,237,235,234,93,153,176,190,153,176,190,153,94,152,94,136,135,94,136,135,210,135,212,136,135,267,161,136,135,103,136,135,71,135,159,166,194,94,136,25,153,231,235,94,166,94,59,134,140,144,220,94,11,135,153,218,153,137,153,237,218,72,134,201,153,204
2575,0,253,208,134,136,135,136,135,136,135,180,173,231,235,218,231,235,218,231,235,218,231,235,218,231,235,218,231,153,176,190,153,176,190,153,136,135,97,155,158,173,153,230,135,16,136,135,92,230,136,135,231,235,218,231,135,231,235,218,135,231,235,218,135,104,135,231,218,235,218,231,218,235,218,135,153,231,218,235,218,231,136,135,227,231,235,218,227,218,135,231,155,153,184,153,135,97,140,97,92,231
3801,0,95,261,136,135,137,134,59,152,169,152,136,135,133,94,173,134,135,152,94,153,176,190,153,176,190,153,94,152,94,136,135,49,94,59,138,9,10,6,134,135,176,153,180,173,231,235,218,136,135,231,187,231,218,235,231,218,273,136,135,28,135,176,153,231,218,231,235,218,231,235,218,134,135,136,135,231,218,152,176,190,153,176,190,153,176,190,153,166,134,25,153,231,235,218,152,231,187,231,218,235
2019,1,95,93,157,95,176,177,136,135,231,135,233,135,226,231,233,135,229,135,218,76,231,135,235,135,235,218,56,231,233,229,218,231,235,218,56,231,233,218,231,233,218,56,231,235,218,231,235,218,134,135,231,235,218,189,182,92,134,136,92,134,176,190,153,134,135,153,177,190,153,136,135,95,136,135,155,79,158,173,93,153,204,153,155,79,158,173,93,153,204,153,231,218,231,235,218,56,153,231,235,218
3782,0,95,136,135,136,135,136,135,136,135,136,135,134,135,134,135,261,152,134,135,89,253,76,253,152,169,152,213,3,155,79,231,158,173,204,153,230,225,230,176,190,153,176,190,153,136,135,97,155,158,173,153,230,225,230,233,229,218,225,230,233,229,218,225,230,233,229,218,225,230,233,229,218,225,230,233,229,218,225,230,233,229,218,225,230,233,229,218,225,230,233,229,218,225,230,233,229,218,225,230,233
1977,1,153,176,190,153,176,190,153,134,135,134,135,134,135,93,152,231,56,140,136,135,89,140,134,135,231,176,190,134,135,136,135,134,135,140,231,235,218,134,135,134,135,253,136,253,136,253,94,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,208,59,138,59,138,153,152,94,152,136,135,136,135,136,135,136,135,136,135,141,135,141,136,135,136,135,136,135,134
2346,1,95,136,135,136,135,136,135,136,135,134,135,134,135,261,136,135,28,176,190,153,176,190,153,135,29,135,35,135,155,79,256,192,153,231,235,218,9,231,235,227,231,235,218,227,218,231,235,218,25,273,220,237,218,231,235,218,231,235,218,231,136,95,235,218,9,6,134,135,231,60,265,138,6,152,161,53,95,136,135,161,53,95,231,233,226,231,233,226,231,235,231,235,231,235,231,235,231,235,231,235
3926,0,261,134,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190
3696,0,152,169,152,81,152,134,135,95,261,95,152,155,152,169,152,134,135,134,135,152,81,136,135,95,58,138,153,176,190,153,176,190,153,152,169,152,176,190,86,152,169,152,136,135,133,94,173,134,135,152,94,153,94,152,94,136,135,59,138,136,135,136,135,97,155,158,173,153,136,135,94,59,138,59,138,153,231,92,231,235,218,231,235,218,93,134,135,231,174,136,135,9,135,153,231,235,218,153,94,178
2263,1,230,176,190,153,176,190,153,183,139,152,139,134,135,134,135,134,139,135,94,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,135,59,138,59,138,152,94,153,94,152,136,135,134,59,138,59,138,49,94,59,138,94,49,134,59,138,59,138,59,138,134,135,139,134,135,134,135,94,57,138,265,152,136,135,97,155,158,173,153,94,152,16,97
822,1,95,136,135,136,135,136,135,136,135,134,135,134,135,261,136,135,28,176,190,153,176,190,153,135,29,135,35,135,155,79,256,192,153,231,235,218,9,231,235,227,231,235,218,227,218,231,235,218,25,273,220,237,218,231,235,136,95,235,218,231,235,218,231,235,218,9,6,134,135,231,60,265,138,161,53,95,161,53,95,161,53,95,161,53,95,161,53,95,161,53,95,161,53,95,161,53,95,161,53,95
1625,1,152,253,139,208,136,135,152,169,152,93,152,182,134,135,134,135,94,249,136,135,59,138,59,138,134,135,94,59,138,59,138,153,176,190,76,190,76,190,76,190,76,94,230,262,152,182,152,182,152,230,152,169,158,173,152,98,136,135,28,135,155,81,79,256,252,256,107,158,173,153,186,152,94,152,94,152,136,135,59,138,152,16,97,16,134,135,136,135,136,135,94,135,94,49,94,49,94,152,139,136
1825,1,95,93,157,95,176,177,136,135,231,135,233,135,226,231,233,135,229,135,218,76,231,135,235,135,235,218,56,231,233,229,218,231,235,218,56,231,233,218,231,233,218,56,231,235,218,231,235,218,134,135,231,235,218,189,182,92,134,136,92,134,176,190,153,134,135,153,177,190,153,136,135,95,136,135,155,79,158,173,93,153,204,153,155,79,158,173,93,153,204,153,231,218,231,235,218,56,153,231,235,218
3963,0,95,136,135,136,135,136,135,136,135,136,135,136,135,261,152,189,136,134,135,9,6,136,135,136,135,16,59,138,265,135,208,176,190,153,176,190,153,94,152,94,136,135,16,136,135,136,135,231,135,158,173,179,153,179,166,153,204,153,179,166,153,152,169,152,176,190,86,153,152,59,138,136,135,136,135,97,155,158,173,153,136,135,136,135,16,136,204,153,135,94,136,135,152,135,94,136,135,94,152,136
1039,1,95,152,169,152,134,135,134,152,261,197,153,197,153,197,153,197,153,197,153,197,153,197,153,197,153,197,153,197,153,197,153,197,153,197,153,197,153,197,153,197,153,197,153,197,153,197,153,197,153,197,153,197,153,197,153,197,153,197,153,197,153,197,153,197,153,197,153,197,153,197,153,197,153,197,153,197,153,197,153,197,153,197,153,197,153,197,153,197,153,197,153,197,153,197,153,197,153,197,153,197
2010,1,95,136,135,136,135,136,135,136,135,136,135,261,182,152,136,135,136,135,136,135,97,16,134,135,136,135,231,235,218,231,235,218,93,134,135,231,174,136,135,93,152,169,152,136,135,136,135,136,135,95,230,234,218,136,135,92,230,136,135,136,135,93,136,135,136,135,95,134,135,261,9,153,282,153,94,152,136,135,25,136,135,28,135,31,135,103,136,135,152,166,159,166,194,152,166,231,235,49,94,49
1677,1,287,152,287,136,155,287,230,135,89,287,93,136,135,307,287,307,161,307,91,153,287,153,287,213,287,152,136,135,136,135,307,287,86,287,230,234,218,230,234,218,61,26,214,215,153,152,134,135,189,153,176,190,153,176,190,153,136,135,97,155,158,173,153,169,152,134,135,189,169,152,134,135,189,169,152,134,135,189,169,152,134,135,189,169,152,134,135,189,169,152,134,135,189,169,91,155,256,192,153,287
1149,1,95,134,135,261,152,182,135,182,136,135,182,147,161,182,152,169,182,135,152,169,152,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,152,134,135,179,153,94,153,176,94,218,94,136,135,136,135,93,152,169,152,136,135,95,230,234,218
3774,0,93,152,180,98,18,76,56,42,184,42,184,153,240,135,134,57,138,265,57,138,265,57,138,265,57,138,265,57,136,135,134,135,134,135,57,134,135,153,231,235,95,231,235,218,231,235,218,231,235,218,136,135,218,157,134,135,153,180,158,173,152,153,231,176,190,153,176,190,153,183,57,138,57,134,135,153,157,153,134,57,134,135,153,157,153,231,183,57,138,134,135,153,157,153,134,135,153,157,153,155
2084,1,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,182,153,176,190,153,176,190,153,134,135,134,135,134,135,93,152,231,56,140,136,135,89,140,134,135,231,176,190,134,135,136,135,134,135,140,231,235,218,134,135,134,135,253,136,253,136,253,94,59,208,59,153,152,94,152,136,135,136,135,136,135,136,135,136,135,141,135,141,136,135,136,135,136,135,134,59,49,94
3573,0,95,136,135,136,135,136,135,136,135,136,135,134,135,134,135,261,152,134,135,89,253,76,253,152,169,152,213,3,155,79,231,158,173,204,153,230,225,230,176,190,153,176,190,153,136,135,97,155,158,173,153,230,225,230,233,229,218,225,230,233,229,218,225,230,233,229,218,225,230,233,229,218,225,230,233,229,218,225,230,233,229,218,225,230,233,229,218,225,230,233,229,218,225,230,233,229,218,225,230,233
1784,1,261,152,95,177,190,153,230,234,218,177,190,153,136,135,136,135,136,135,136,135,136,135,94,136,135,136,135,136,135,182,169,152,153,176,190,153,176,190,153,136,135,97,155,158,173,153,124,130,117,109,135,217,136,135,217,136,135,177,156,153,156,198,190,135,134,25,166,152,136,135,153,166,152,136,137,135,153,166,135,136,135,137,135,273,181,137,166,137,153,181,137,136,135,9,134,135,166,136,135,136
4022,0,253,208,134,136,135,136,135,136,135,180,173,231,235,218,231,235,218,231,235,218,231,235,218,231,235,218,231,153,176,190,153,176,190,153,136,135,97,155,158,173,153,230,135,16,136,135,92,230,136,135,231,235,218,231,135,231,235,218,135,231,235,218,135,104,135,231,218,235,218,231,218,235,218,135,153,231,218,235,218,231,136,135,227,231,235,218,227,218,135,231,155,153,184,153,135,97,140,97,92,231
2385,0,135,134,135,182,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,95,134,135,261,152,136,95,152,98,99,95,99,253,208,263,152,263,152,103,157,152,176,190,153,176,190,153,176,190,153,176,190,153,136,135,137,134,135
3413,0,95,261,140,174,157,59,138,59,138,59,231,235,94,218,136,135,231,135,235,135,235,135,218,135,230,136,135,219,234,236,218,231,220,218,220,237,235,234,93,153,176,190,153,176,190,153,94,152,94,136,135,94,136,135,210,135,212,136,135,267,161,136,135,103,136,135,71,135,159,166,194,94,136,25,153,231,235,94,166,94,59,134,140,144,220,94,11,135,153,218,153,137,153,237,218,72,134,201,153,204
595,1,253,208,134,136,135,136,135,136,135,180,173,231,235,218,231,235,218,231,235,218,231,235,218,231,235,218,231,153,176,190,153,176,190,153,136,135,97,155,158,173,153,230,135,16,136,135,92,230,136,135,231,235,218,231,135,231,235,218,135,231,235,218,135,104,135,231,218,235,218,231,218,235,218,135,153,166,231,218,235,218,231,136,135,227,231,235,218,227,218,135,231,155,153,184,153,97,140,97,92,231
2826,0,253,208,134,136,135,136,135,136,135,180,173,231,235,218,231,235,218,231,235,218,231,235,218,231,235,218,231,153,176,190,153,176,190,153,136,135,97,155,158,173,153,230,135,16,136,135,92,230,136,135,231,235,218,231,135,231,235,218,135,231,235,218,135,104,135,231,218,235,218,231,218,235,218,135,153,231,218,235,218,231,136,135,227,231,235,218,227,218,135,231,155,153,184,153,135,6,180,18,155,97
3934,0,253,208,134,136,135,136,135,136,135,180,173,231,235,218,231,235,218,231,235,218,231,235,218,231,235,218,231,153,176,190,153,176,190,153,136,135,97,155,158,173,153,230,135,16,136,135,92,230,136,135,231,235,218,231,135,231,235,218,135,231,235,218,135,104,135,231,218,235,218,231,218,235,218,135,153,231,218,235,218,231,136,135,227,231,235,218,227,218,135,231,155,153,184,153,135,97,140,97,92,231
2700,0,95,261,152,157,231,235,218,136,140,59,138,59,138,134,59,138,59,138,152,169,152,136,135,133,94,173,134,135,152,94,59,153,176,190,153,176,190,153,94,152,94,136,135,231,235,218,16,152,230,234,218,231,235,218,153,16,136,152,169,152,136,135,9,180,173,231,136,135,231,218,235,231,218,179,153,136,135,231,218,153,176,231,218,235,136,135,97,155,158,173,153,231,218,235,231,218,136,135,136,135
3868,0,253,208,134,136,135,136,135,136,135,180,173,231,235,218,231,235,218,231,235,218,231,235,218,231,235,218,231,153,176,190,153,176,190,153,136,135,97,155,158,173,153,230,135,16,136,135,92,230,136,135,231,235,218,231,135,231,235,218,135,231,235,218,135,104,135,231,218,235,218,231,218,235,218,135,153,231,218,235,218,231,136,135,227,231,235,218,227,218,135,231,155,153,184,153,135,97,140,97,92,231
2872,0,253,208,134,136,135,136,135,136,135,180,173,231,235,218,231,235,218,231,235,218,231,235,218,231,235,218,231,153,176,190,153,176,190,153,136,135,97,155,158,173,153,230,135,16,136,135,92,230,136,135,231,235,218,231,135,231,235,218,135,231,235,218,135,104,135,231,218,235,218,231,218,235,218,135,153,231,218,235,218,231,136,135,227,231,235,218,227,218,135,231,155,153,184,153,135,6,180,18,155,97
503,1,95,93,157,95,176,177,136,135,231,135,233,135,226,231,233,135,229,135,218,76,231,135,235,135,235,218,56,231,233,229,218,231,235,218,56,231,233,218,231,233,218,56,231,235,218,231,235,218,134,135,231,235,218,189,182,92,134,136,92,134,176,190,153,134,135,153,177,190,153,136,135,95,136,135,155,79,158,173,93,153,204,153,155,79,158,173,93,153,204,153,231,218,231,235,218,56,153,231,235,218
898,1,95,152,169,152,134,135,134,152,261,152,136,135,136,135,95,230,234,218,230,234,218,231,235,218,152,153,136,135,136,135,136,135,136,135,136,135,136,135,152,169,152,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,152,134,135,179,153
4344,0,95,136,135,136,135,136,135,136,135,136,135,134,135,134,135,261,152,134,135,89,253,76,253,152,169,152,213,3,155,79,231,158,173,204,153,230,225,230,176,190,153,176,190,153,136,135,97,155,158,173,153,230,225,230,233,229,218,225,230,233,229,218,225,230,233,229,218,225,230,233,229,218,225,230,233,229,218,225,230,233,229,218,225,230,233,229,218,225,230,233,229,218,225,230,233,229,218,225,230,233
1145,1,95,136,135,136,135,136,135,136,135,134,135,134,135,261,136,135,28,176,190,153,176,190,153,135,29,135,35,135,155,79,256,192,153,231,235,218,9,231,235,227,231,235,218,227,218,231,235,218,25,273,220,136,95,220,237,218,231,235,218,231,235,218,231,235,218,9,161,53,95,6,161,53,95,161,53,95,134,135,231,60,265,138,161,53,95,161,53,95,161,53,95,6,152,136,135,231,233,226,231,233
1100,1,152,253,139,208,136,135,152,169,152,93,152,182,134,135,134,135,94,249,136,135,59,138,59,138,134,135,94,59,138,59,138,153,176,190,76,190,76,190,76,190,76,94,230,262,152,182,152,182,152,230,59,138,59,138,94,152,136,135,59,138,134,59,138,59,138,49,94,49,94,49,94,49,153,231,92,136,135,9,135,153,231,235,218,153,94,178,153,178,153,152,231,235,218,231,134,59,49,94,49,94
3177,0,253,208,134,136,135,136,135,136,135,180,173,231,235,218,231,235,218,231,235,218,231,235,218,231,235,218,231,153,176,190,153,176,190,153,136,135,97,155,158,173,153,230,135,16,136,135,92,230,136,135,231,235,218,231,135,231,235,218,135,231,235,218,135,104,135,231,218,235,218,231,218,235,218,135,153,231,218,235,218,231,136,135,227,231,235,218,227,218,135,231,155,153,184,153,135,97,140,97,92,231
917,1,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,182,153,176,190,153,176,190,153,134,135,134,135,134,135,93,152,231,56,140,136,135,89,140,134,135,231,176,190,134,135,136,135,134,135,140,231,235,218,134,135,134,135,253,136,253,136,253,94,59,208,59,153,152,94,152,136,135,136,135,136,135,136,135,136,135,141,135,141,136,135,136,135,136,135,134,59
1151,1,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,182,153,176,190,153,176,190,153,134,135,134,135,134,135,93,152,231,56,140,136,135,89,140,134,135,231,176,190,134,135,136,135,134,135,140,231,235,218,134,135,134,135,253,136,253,136,253,94,59,208,59,153,152,94,152,136,135,136,135,136,135,136,135,136,135,141,135,141,136,135,136,135,136,135,134,59,49,94
2911,0,95,152,169,152,134,135,134,152,261,59,138,59,138,94,134,59,138,59,138,59,138,153,176,190,153,176,190,153,94,152,94,136,135,152,49,94,59,138,94,139,49,94,49,153,231,92,231,235,218,231,235,218,93,134,135,231,174,136,135,9,135,153,231,235,218,153,94,178,153,178,153,152,231,235,218,136,135,97,155,158,173,153,231,134,59,49,94,49,94,136,135,94,136,135,94,135,94,60,138,136
2101,1,253,208,134,136,135,136,135,136,135,180,173,231,235,218,231,235,218,231,235,218,231,235,218,231,235,218,231,153,176,190,153,176,190,153,136,135,97,155,158,173,153,230,135,16,136,135,92,230,136,135,231,235,218,231,135,231,235,218,135,231,235,218,135,104,135,231,218,235,218,231,218,235,218,135,153,166,231,218,235,218,231,136,135,97,140,97,92,231,136,135,235,218,231,235,218,157,227,231,157,89
559,1,95,93,176,190,153,157,95,176,177,136,135,231,135,233,135,226,231,233,135,229,135,218,76,231,135,235,135,235,218,56,231,233,229,218,231,235,218,56,231,233,218,231,233,218,56,231,235,218,231,235,218,134,135,231,235,218,189,182,92,134,136,92,134,176,190,153,134,135,153,177,190,153,136,135,95,136,135,155,79,158,173,93,153,204,153,155,79,158,173,93,153,204,153,231,218,231,235,218,56,153
1959,1,95,136,135,136,135,136,135,136,135,134,135,134,135,261,136,135,28,176,190,153,176,190,153,135,29,135,35,135,155,79,256,192,153,231,235,218,9,231,235,227,231,235,218,227,218,231,235,218,25,273,220,237,218,231,235,218,231,235,136,95,235,218,231,235,218,9,161,53,95,161,53,95,6,134,135,231,60,265,138,161,53,95,161,53,95,161,53,95,161,53,95,161,53,95,161,53,95,161,53,95
2899,0,253,208,134,136,135,136,135,136,135,180,173,231,235,218,231,235,218,231,235,218,231,235,218,231,235,218,231,153,176,190,153,176,190,153,136,135,97,155,158,173,153,230,135,16,136,135,92,230,136,135,231,235,218,231,135,231,235,218,135,231,235,218,135,104,135,231,218,235,218,231,218,235,218,135,153,231,218,235,218,231,136,135,227,231,235,218,227,218,135,231,155,153,184,153,135,6,180,18,155,135
3816,0,253,208,134,136,135,136,135,136,135,180,173,231,235,218,231,235,218,231,235,218,231,235,218,231,235,218,231,153,176,190,153,176,190,153,136,135,97,155,158,173,153,230,135,16,136,135,92,230,136,135,231,235,218,231,135,231,235,218,135,231,235,218,135,104,135,231,218,235,218,231,218,235,218,135,153,231,218,235,218,231,136,135,227,231,235,218,227,218,135,231,155,153,184,153,135,6,180,18,155,135
3673,0,253,208,134,136,135,136,135,136,135,180,173,231,235,218,231,235,218,231,235,218,231,235,218,231,235,218,231,153,176,190,153,176,190,153,136,135,97,155,158,173,153,230,135,16,136,135,92,230,136,135,231,235,218,231,135,231,235,218,135,231,235,218,135,104,135,231,218,235,218,231,218,235,218,135,153,231,218,235,218,231,136,135,227,231,235,218,227,218,135,231,155,153,184,153,135,97,140,97,92,231
4023,0,95,261,153,176,190,153,176,190,153,176,190,152,190,140,283,230,234,218,152,136,140,137,283,155,158,173,153,81,284,140,283,97,231,235,218,231,235,218,93,134,135,231,92,230,97,140,97,92,231,136,135,235,218,231,235,218,157,89,97,153,231,235,218,230,234,218,136,140,137,283,81,284,140,283,230,234,218,136,140,137,283,81,284,140,283,97,231,235,218,231,235,218,93,134,135,231,92,230,97,140
707,1,253,134,135,91,152,169,152,136,91,136,91,97,92,230,97,140,97,92,231,136,135,235,218,231,235,176,190,153,176,190,153,218,157,89,97,153,136,91,136,91,136,135,134,135,136,91,136,91,136,91,152,134,135,183,155,158,173,153,136,91,136,134,91,136,135,134,91,136,135,208,136,135,136,135,180,173,231,235,218,231,235,218,231,235,218,231,235,218,231,235,218,231,153,136,135,97,155,158,173,153
2142,1,95,136,135,136,135,136,135,136,135,134,135,134,135,261,136,135,28,176,190,153,176,190,153,135,29,135,35,135,155,79,256,192,153,231,235,218,9,231,235,227,231,235,218,227,218,231,235,218,25,136,95,273,220,237,218,231,235,218,231,235,218,231,235,218,9,161,53,95,6,134,135,231,161,53,95,60,265,138,161,6,152,136,135,231,233,226,231,233,226,231,235,231,235,231,235,231,235,231,235,231
583,1,95,136,135,136,135,136,135,136,135,134,135,134,135,261,136,135,28,176,190,153,176,190,153,135,29,135,35,135,155,79,256,192,153,231,235,218,9,231,235,227,231,235,218,227,218,231,235,218,25,273,220,136,220,237,95,237,218,231,235,218,231,235,218,231,235,218,9,6,134,135,231,60,265,138,6,152,136,135,161,53,95,231,233,226,231,233,226,231,235,231,235,231,235,231,235,231,235,231,235,231
1208,1,95,136,135,136,135,136,135,136,135,134,135,134,135,261,136,135,28,176,190,153,176,190,153,135,29,135,35,135,155,79,256,192,153,231,235,218,9,231,235,227,231,235,218,227,218,231,235,218,25,273,220,237,218,231,235,218,231,235,218,231,136,95,235,218,9,6,134,135,231,60,265,138,6,152,136,135,231,233,226,231,233,226,231,235,231,235,231,235,231,235,231,235,231,235,231,235,231,235,231,235
1946,1,95,261,136,135,27,135,176,190,176,190,153,176,167,176,190,153,167,153,176,153,176,168,153,176,153,176,168,153,176,153,176,190,153,176,153,176,190,153,176,190,153,137,135,165,135,165,37,153,231,218,231,218,231,235,231,218,153,231,235,218,153,155,205,153,165,135,32,135,152,189,182,92,134,136,92,134,176,190,153,134,135,153,231,235,218,136,135,95,136,231,235,218,231,235,218,93,134,135,231,174
422,1,95,136,135,136,135,136,135,136,135,134,135,134,135,261,136,135,28,176,190,153,176,190,153,135,29,135,35,135,155,79,256,192,153,231,235,218,9,231,235,227,231,235,218,227,218,231,235,218,25,273,220,136,95,220,237,218,231,235,218,231,235,218,231,235,218,9,6,134,135,231,60,265,138,161,53,95,6,152,136,135,231,233,226,231,233,226,231,235,231,235,231,235,231,235,231,235,231,235,231,235
4524,0,253,208,134,136,135,136,135,136,135,180,173,231,235,218,231,235,218,231,235,218,231,235,218,231,235,218,231,153,176,190,153,176,190,153,136,135,97,155,158,173,153,230,135,16,136,135,92,230,136,135,231,235,218,231,135,231,235,218,135,231,235,218,135,104,135,231,218,235,218,231,218,235,218,135,153,231,218,235,218,231,136,135,227,231,235,218,227,218,135,231,155,153,184,153,135,6,180,18,155,135
4167,0,152,169,152,81,152,134,135,95,59,138,59,138,155,81,153,231,235,218,231,235,218,93,134,135,231,174,92,230,136,189,230,234,218,176,190,153,176,190,153,176,190,153,231,108,176,190,153,166,152,94,153,176,190,153,176,190,153,136,135,134,59,138,59,138,152,169,152,136,135,133,94,173,134,135,152,94,153,94,152,94,136,135,136,135,97,155,158,173,153,152,136,135,94,153,176,94,218,134,135,49
1387,1,152,253,139,208,136,135,152,169,152,93,152,182,134,135,134,135,94,249,136,135,59,138,59,138,134,135,94,59,138,59,138,153,176,190,76,190,76,190,76,190,76,94,230,262,152,182,152,182,152,230,152,169,59,138,59,138,94,152,136,135,59,138,134,59,138,59,138,49,94,49,152,139,136,135,230,134,135,153,176,153,176,153,253,136,253,135,152,166,152,159,166,194,253,136,253,135,253,136,253,135
3948,0,261,153,176,190,153,176,190,153,176,190,56,184,153,134,136,135,93,152,93,152,169,152,95,134,136,135,155,95,134,136,135,155,261,136,152,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190,153,176,190
4110,0,152,169,152,81,152,134,135,95,261,95,152,155,152,169,152,134,135,134,135,152,81,136,135,95,58,138,153,176,190,153,176,190,153,152,169,152,176,190,86,152,169,152,136,135,133,94,173,134,135,152,94,153,94,152,94,136,135,59,138,136,135,136,135,97,155,158,173,153,136,135,94,59,138,59,138,153,231,92,231,235,218,231,235,218,93,134,135,231,174,136,135,9,135,153,231,235,218,153,94,178
2290,1,95,136,135,136,135,136,135,136,135,134,135,134,135,261,136,135,28,176,190,153,176,190,153,135,29,135,35,135,155,79,256,192,153,231,235,218,9,231,235,227,231,235,218,227,218,231,235,218,25,273,220,136,95,237,218,231,235,218,231,235,161,53,95,235,218,231,235,161,235,218,9,53,95,161,53,95,161,53,95,161,53,95,6,161,53,95,134,135,231,60,265,138,161,53,95,161,53,95,161,53
3899,0,253,208,134,136,135,136,135,136,135,180,173,231,235,218,231,235,218,231,235,218,231,235,218,231,235,218,231,153,176,190,153,176,190,153,136,135,97,155,158,173,153,230,135,16,136,135,92,230,136,135,231,235,218,231,135,231,235,218,135,231,235,218,135,104,135,231,218,235,218,231,218,235,218,135,153,231,218,235,218,231,136,135,227,231,235,218,227,218,135,231,155,153,184,153,135,6,180,18,155,97
