,cluster,hash,Type 1,Type 2,Type 3,pattern
548,112,3fb27bda4f662b2da4b791db9f021e54,trojan,adware,virus,"GetSystemTimeAsFileTime,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrGetDllHandle,LdrGetProcedureAddress,LdrGetDllHandle,LdrGetProcedureAddress,SetUnhandledExceptionFilter,LdrLoadDll,LdrGetProcedureAddress,CryptAcquireContextW,NtOpenKey,NtQueryValueKey,NtClose,NtOpenKey,NtQueryValueKey,NtClose,LdrGetProcedureAddress,CryptCreateHash,LdrGetProcedureAddress,CryptHashData,LdrGetProcedureAddress,NtCreateFile,GetFileSize,SetFilePointer,NtReadFile,NtClose,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,CoInitializeEx,RegOpenKeyExW,RegQueryValueExW,RegEnumKeyW,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,RegEnumKeyW,RegCloseKey,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,CreateThread,UuidCreate,RegCreateKeyExW,RegSetValueExW,LdrLoadDll,GetSystemTimeAsFileTime,RegSetValueExW,RegCloseKey,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,CoInitializeEx,CoCreateInstance,LdrGetDllHandle,LdrGetProcedureAddress,RegOpenKeyExW,FindResourceW,SizeofResource,LoadResource,NtDelayExecution,EnumWindows,GetSystemTimeAsFileTime,NtDelayExecution,EnumWindows,GetSystemTimeAsFileTime,NtDelayExecution,EnumWindows,GetSystemTimeAsFileTime,CoCreateInstance,NtAllocateVirtualMemory,LdrLoadDll,LdrGetProcedureAddress,RegOpenKeyExW,RegQueryInfoKeyW,RegEnumKeyExW,RegOpenKeyExW,RegQueryInfoKeyW,RegEnumKeyExW,RegOpenKeyExW,RegQueryValueExW,RegOpenKeyExW,RegQueryValueExW,RegOpenKeyExW,RegQueryValueExW,RegOpenKeyExW,RegQueryValueExW"
549,112,a8d19af88d6018b87ab18da6d28cad4f,trojan,adware,virus,"GetSystemTimeAsFileTime,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrGetDllHandle,LdrGetProcedureAddress,LdrGetDllHandle,LdrGetProcedureAddress,SetUnhandledExceptionFilter,LdrLoadDll,LdrGetProcedureAddress,CryptAcquireContextW,NtOpenKey,NtQueryValueKey,NtClose,NtOpenKey,NtQueryValueKey,NtClose,LdrGetProcedureAddress,CryptCreateHash,LdrGetProcedureAddress,CryptHashData,LdrGetProcedureAddress,NtCreateFile,GetFileSize,SetFilePointer,NtReadFile,NtClose,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,CoInitializeEx,RegOpenKeyExW,RegQueryValueExW,RegEnumKeyW,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,RegEnumKeyW,RegCloseKey,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,CreateThread,UuidCreate,RegCreateKeyExW,RegSetValueExW,LdrLoadDll,GetSystemTimeAsFileTime,RegSetValueExW,RegCloseKey,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,CoInitializeEx,CoCreateInstance,LdrGetDllHandle,LdrGetProcedureAddress,RegOpenKeyExW,FindResourceW,SizeofResource,LoadResource,NtDelayExecution,EnumWindows,GetSystemTimeAsFileTime,NtDelayExecution,EnumWindows,GetSystemTimeAsFileTime,NtDelayExecution,EnumWindows,GetSystemTimeAsFileTime,CoCreateInstance,NtAllocateVirtualMemory,LdrLoadDll,LdrGetProcedureAddress,RegOpenKeyExW,RegQueryInfoKeyW,RegEnumKeyExW,RegOpenKeyExW,RegQueryInfoKeyW,RegEnumKeyExW,RegOpenKeyExW,RegQueryValueExW,RegOpenKeyExW,RegQueryValueExW,RegOpenKeyExW,RegQueryValueExW,RegOpenKeyExW,RegQueryValueExW"
550,112,a81d948532d16704356fd9972c98a0f8,trojan,adware,virus,"GetSystemTimeAsFileTime,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrGetDllHandle,LdrGetProcedureAddress,LdrGetDllHandle,LdrGetProcedureAddress,SetUnhandledExceptionFilter,LdrLoadDll,LdrGetProcedureAddress,CryptAcquireContextW,NtOpenKey,NtQueryValueKey,NtClose,NtOpenKey,NtQueryValueKey,NtClose,LdrGetProcedureAddress,CryptCreateHash,LdrGetProcedureAddress,CryptHashData,LdrGetProcedureAddress,NtCreateFile,GetFileSize,SetFilePointer,NtReadFile,NtClose,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,CoInitializeEx,RegOpenKeyExW,RegQueryValueExW,RegEnumKeyW,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,RegEnumKeyW,RegCloseKey,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,CreateThread,UuidCreate,RegCreateKeyExW,RegSetValueExW,LdrLoadDll,GetSystemTimeAsFileTime,RegSetValueExW,RegCloseKey,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,CoInitializeEx,CoCreateInstance,LdrGetDllHandle,LdrGetProcedureAddress,RegOpenKeyExW,FindResourceW,SizeofResource,LoadResource,NtDelayExecution,EnumWindows,GetSystemTimeAsFileTime,NtDelayExecution,EnumWindows,GetSystemTimeAsFileTime,NtDelayExecution,EnumWindows,GetSystemTimeAsFileTime,CoCreateInstance,NtAllocateVirtualMemory,LdrLoadDll,LdrGetProcedureAddress,RegOpenKeyExW,RegQueryInfoKeyW,RegEnumKeyExW,RegOpenKeyExW,RegQueryInfoKeyW,RegEnumKeyExW,RegOpenKeyExW,RegQueryValueExW,RegOpenKeyExW,RegQueryValueExW,RegOpenKeyExW,RegQueryValueExW,RegOpenKeyExW,RegQueryValueExW"
551,112,7c9d2a13d7c9d1ce4d213ff172d190ea,trojan,adware,dropper,"GetSystemTimeAsFileTime,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrGetDllHandle,LdrGetProcedureAddress,LdrGetDllHandle,LdrGetProcedureAddress,SetUnhandledExceptionFilter,LdrLoadDll,LdrGetProcedureAddress,CryptAcquireContextW,NtOpenKey,NtQueryValueKey,NtClose,NtOpenKey,NtQueryValueKey,NtClose,LdrGetProcedureAddress,CryptCreateHash,LdrGetProcedureAddress,CryptHashData,LdrGetProcedureAddress,NtCreateFile,GetFileSize,SetFilePointer,NtReadFile,NtClose,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,CoInitializeEx,RegOpenKeyExW,RegQueryValueExW,RegEnumKeyW,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,RegEnumKeyW,RegCloseKey,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,CreateThread,UuidCreate,RegCreateKeyExW,RegSetValueExW,LdrLoadDll,GetSystemTimeAsFileTime,RegSetValueExW,RegCloseKey,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,CoInitializeEx,CoCreateInstance,LdrGetDllHandle,LdrGetProcedureAddress,RegOpenKeyExW,FindResourceW,SizeofResource,LoadResource,NtDelayExecution,EnumWindows,GetSystemTimeAsFileTime,NtDelayExecution,EnumWindows,GetSystemTimeAsFileTime,NtDelayExecution,EnumWindows,GetSystemTimeAsFileTime,CoCreateInstance,NtAllocateVirtualMemory,LdrLoadDll,LdrGetProcedureAddress,RegOpenKeyExW,RegQueryInfoKeyW,RegEnumKeyExW,RegOpenKeyExW,RegQueryInfoKeyW,RegEnumKeyExW,RegOpenKeyExW,RegQueryValueExW,RegOpenKeyExW,RegQueryValueExW,RegOpenKeyExW,RegQueryValueExW,RegOpenKeyExW,RegQueryValueExW"
552,112,bc6d4e901cf1e27fad97f961d2ae568a,trojan,adware,pua,"GetSystemTimeAsFileTime,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrGetDllHandle,LdrGetProcedureAddress,LdrGetDllHandle,LdrGetProcedureAddress,SetUnhandledExceptionFilter,LdrLoadDll,LdrGetProcedureAddress,CryptAcquireContextW,NtOpenKey,NtQueryValueKey,NtClose,NtOpenKey,NtQueryValueKey,NtClose,LdrGetProcedureAddress,CryptCreateHash,LdrGetProcedureAddress,CryptHashData,LdrGetProcedureAddress,NtCreateFile,GetFileSize,SetFilePointer,NtReadFile,NtClose,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,CoInitializeEx,RegOpenKeyExW,RegQueryValueExW,RegEnumKeyW,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,RegEnumKeyW,RegCloseKey,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,CreateThread,UuidCreate,RegCreateKeyExW,RegSetValueExW,LdrLoadDll,GetSystemTimeAsFileTime,RegSetValueExW,RegCloseKey,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,CoInitializeEx,CoCreateInstance,LdrGetDllHandle,LdrGetProcedureAddress,RegOpenKeyExW,FindResourceW,SizeofResource,LoadResource,NtDelayExecution,EnumWindows,GetSystemTimeAsFileTime,NtDelayExecution,EnumWindows,GetSystemTimeAsFileTime,NtDelayExecution,EnumWindows,GetSystemTimeAsFileTime,CoCreateInstance,NtAllocateVirtualMemory,LdrLoadDll,LdrGetProcedureAddress,RegOpenKeyExW,RegQueryInfoKeyW,RegEnumKeyExW,RegOpenKeyExW,RegQueryInfoKeyW,RegEnumKeyExW,RegOpenKeyExW,RegQueryValueExW,RegOpenKeyExW,RegQueryValueExW,RegOpenKeyExW,RegQueryValueExW,RegOpenKeyExW,RegQueryValueExW"
553,113,f4fd86517e77217beda8d6caccfbd7cc,trojan,adware,_,"GetSystemTimeAsFileTime,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,SetUnhandledExceptionFilter,NtProtectVirtualMemory,NtAllocateVirtualMemory,NtProtectVirtualMemory,NtAllocateVirtualMemory,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,GetSystemWindowsDirectoryW,CreateActCtxW,LdrGetDllHandle,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,GetSystemInfo,LdrGetDllHandle,LdrGetProcedureAddress,RegOpenKeyExW,NtOpenDirectoryObject,LdrLoadDll,LdrGetProcedureAddress,GetSystemInfo,NtAllocateVirtualMemory,NtFreeVirtualMemory,NtAllocateVirtualMemory,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,GetSystemTimeAsFileTime,RegOpenKeyExA,RegQueryValueExA,RegCloseKey,NtAllocateVirtualMemory,LdrLoadDll,LdrGetProcedureAddress,GetSystemDirectoryW,RegOpenKeyExA,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,GetSystemInfo,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,GetSystemTimeAsFileTime,LdrGetDllHandle,LdrGetProcedureAddress,NtAllocateVirtualMemory,SetUnhandledExceptionFilter,CoInitializeEx,NtClose,WSAStartup,NtAllocateVirtualMemory,NtClose,GetSystemMetrics,NtAllocateVirtualMemory,LdrLoadDll,LdrGetProcedureAddress,CreateThread,LdrLoadDll,LdrGetProcedureAddress,CryptAcquireContextW,LdrGetProcedureAddress,CryptDecrypt,LdrGetProcedureAddress,GetUserNameW,LdrLoadDll,LdrGetProcedureAddress,NtDuplicateObject,NtCreateThreadEx,NtDuplicateObject,NtResumeThread,NtAllocateVirtualMemory,NtDuplicateObject,NtAllocateVirtualMemory"
554,113,ca68644d418c565c5343cbabcfe81ca7,trojan,adware,_,"GetSystemTimeAsFileTime,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,SetUnhandledExceptionFilter,NtProtectVirtualMemory,NtAllocateVirtualMemory,NtProtectVirtualMemory,NtAllocateVirtualMemory,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,GetSystemWindowsDirectoryW,CreateActCtxW,LdrGetDllHandle,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,GetSystemInfo,LdrGetDllHandle,LdrGetProcedureAddress,RegOpenKeyExW,NtOpenDirectoryObject,LdrLoadDll,LdrGetProcedureAddress,GetSystemInfo,NtAllocateVirtualMemory,NtFreeVirtualMemory,NtAllocateVirtualMemory,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,GetSystemTimeAsFileTime,RegOpenKeyExA,RegQueryValueExA,RegCloseKey,NtAllocateVirtualMemory,LdrLoadDll,LdrGetProcedureAddress,GetSystemDirectoryW,RegOpenKeyExA,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,GetSystemInfo,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,GetSystemTimeAsFileTime,LdrGetDllHandle,LdrGetProcedureAddress,NtAllocateVirtualMemory,SetUnhandledExceptionFilter,CoInitializeEx,NtClose,WSAStartup,NtAllocateVirtualMemory,NtClose,GetSystemMetrics,NtAllocateVirtualMemory,LdrLoadDll,LdrGetProcedureAddress,CreateThread,LdrLoadDll,LdrGetProcedureAddress,CryptAcquireContextW,LdrGetProcedureAddress,CryptDecrypt,LdrGetProcedureAddress,GetUserNameW,LdrLoadDll,LdrGetProcedureAddress,NtDuplicateObject,NtCreateThreadEx,NtDuplicateObject,NtResumeThread,NtAllocateVirtualMemory,NtDuplicateObject,NtAllocateVirtualMemory"
555,113,52aea0c3e23881ceff3f9b02ffca620c,trojan,adware,virus,"GetSystemTimeAsFileTime,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,SetUnhandledExceptionFilter,NtProtectVirtualMemory,NtAllocateVirtualMemory,NtProtectVirtualMemory,NtAllocateVirtualMemory,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,GetSystemWindowsDirectoryW,CreateActCtxW,LdrGetDllHandle,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,GetSystemInfo,LdrGetDllHandle,LdrGetProcedureAddress,RegOpenKeyExW,NtOpenDirectoryObject,LdrLoadDll,LdrGetProcedureAddress,GetSystemInfo,NtAllocateVirtualMemory,NtFreeVirtualMemory,NtAllocateVirtualMemory,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,GetSystemTimeAsFileTime,RegOpenKeyExA,RegQueryValueExA,RegCloseKey,NtAllocateVirtualMemory,LdrLoadDll,LdrGetProcedureAddress,GetSystemDirectoryW,RegOpenKeyExA,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,GetSystemInfo,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,GetSystemTimeAsFileTime,LdrGetDllHandle,LdrGetProcedureAddress,NtAllocateVirtualMemory,SetUnhandledExceptionFilter,CoInitializeEx,NtClose,WSAStartup,NtAllocateVirtualMemory,NtClose,GetSystemMetrics,NtAllocateVirtualMemory,LdrLoadDll,LdrGetProcedureAddress,CreateThread,LdrLoadDll,LdrGetProcedureAddress,CryptAcquireContextW,LdrGetProcedureAddress,CryptDecrypt,LdrGetProcedureAddress,GetUserNameW,LdrLoadDll,LdrGetProcedureAddress,NtDuplicateObject,NtCreateThreadEx,NtDuplicateObject,NtResumeThread,NtAllocateVirtualMemory,NtDuplicateObject,NtAllocateVirtualMemory"
556,113,700775b7a1a6b6ecc3a6ba365a7b0c73,trojan,adware,virus,"GetSystemTimeAsFileTime,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,SetUnhandledExceptionFilter,NtProtectVirtualMemory,NtAllocateVirtualMemory,NtProtectVirtualMemory,NtAllocateVirtualMemory,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,GetSystemWindowsDirectoryW,CreateActCtxW,LdrGetDllHandle,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,GetSystemInfo,LdrGetDllHandle,LdrGetProcedureAddress,RegOpenKeyExW,NtOpenDirectoryObject,LdrLoadDll,LdrGetProcedureAddress,GetSystemInfo,NtAllocateVirtualMemory,NtFreeVirtualMemory,NtAllocateVirtualMemory,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,GetSystemTimeAsFileTime,RegOpenKeyExA,RegQueryValueExA,RegCloseKey,NtAllocateVirtualMemory,LdrLoadDll,LdrGetProcedureAddress,GetSystemDirectoryW,RegOpenKeyExA,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,GetSystemInfo,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,GetSystemTimeAsFileTime,LdrGetDllHandle,LdrGetProcedureAddress,NtAllocateVirtualMemory,SetUnhandledExceptionFilter,CoInitializeEx,NtClose,WSAStartup,NtAllocateVirtualMemory,NtClose,GetSystemMetrics,NtAllocateVirtualMemory,LdrLoadDll,LdrGetProcedureAddress,CreateThread,LdrLoadDll,LdrGetProcedureAddress,CryptAcquireContextW,LdrGetProcedureAddress,CryptDecrypt,LdrGetProcedureAddress,GetUserNameW,LdrLoadDll,LdrGetProcedureAddress,NtDuplicateObject,NtCreateThreadEx,NtDuplicateObject,NtResumeThread,NtAllocateVirtualMemory,NtDuplicateObject,NtAllocateVirtualMemory"
557,113,6769d755e9e2f9513ea1c2bce4cef05c,trojan,adware,virus,"GetSystemTimeAsFileTime,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,SetUnhandledExceptionFilter,NtProtectVirtualMemory,NtAllocateVirtualMemory,NtProtectVirtualMemory,NtAllocateVirtualMemory,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,GetSystemWindowsDirectoryW,CreateActCtxW,LdrGetDllHandle,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,GetSystemInfo,LdrGetDllHandle,LdrGetProcedureAddress,RegOpenKeyExW,NtOpenDirectoryObject,LdrLoadDll,LdrGetProcedureAddress,GetSystemInfo,NtAllocateVirtualMemory,NtFreeVirtualMemory,NtAllocateVirtualMemory,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,GetSystemTimeAsFileTime,RegOpenKeyExA,RegQueryValueExA,RegCloseKey,NtAllocateVirtualMemory,LdrLoadDll,LdrGetProcedureAddress,GetSystemDirectoryW,RegOpenKeyExA,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,GetSystemInfo,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,GetSystemTimeAsFileTime,LdrGetDllHandle,LdrGetProcedureAddress,NtAllocateVirtualMemory,SetUnhandledExceptionFilter,CoInitializeEx,NtClose,WSAStartup,NtAllocateVirtualMemory,NtClose,GetSystemMetrics,NtAllocateVirtualMemory,LdrLoadDll,LdrGetProcedureAddress,CreateThread,LdrLoadDll,LdrGetProcedureAddress,CryptAcquireContextW,LdrGetProcedureAddress,CryptDecrypt,LdrGetProcedureAddress,GetUserNameW,LdrLoadDll,LdrGetProcedureAddress,NtDuplicateObject,NtCreateThreadEx,NtDuplicateObject,NtResumeThread,NtAllocateVirtualMemory,NtDuplicateObject,NtAllocateVirtualMemory"
558,114,d8da793115abcd498782178757d498f2,adware,pua,_,"GetSystemInfo,LdrGetDllHandle,LdrGetProcedureAddress,RegOpenKeyExW,NtOpenKey,NtQueryValueKey,NtClose,NtOpenKey,NtQueryValueKey,NtClose,NtQueryAttributesFile,LoadStringW,NtAllocateVirtualMemory,LoadStringW,LdrGetDllHandle,LdrGetProcedureAddress,LdrGetDllHandle,LdrGetProcedureAddress,LdrGetDllHandle,LdrGetProcedureAddress,SetErrorMode,LdrLoadDll,SetErrorMode,NtCreateFile,NtCreateSection,NtMapViewOfSection,NtClose,NtQueryAttributesFile,NtCreateFile,NtCreateSection,NtMapViewOfSection,NtClose,GetSystemInfo,NtProtectVirtualMemory,NtCreateFile,FindResourceW,SizeofResource,LoadResource,GetFileSize,SetFilePointer,NtReadFile,SetFilePointer,GetFileSize,NtReadFile,NtAllocateVirtualMemory,NtReadFile,NtFreeVirtualMemory,SetFilePointer,LdrGetDllHandle,LdrGetProcedureAddress,GetFileAttributesW,CreateDirectoryW,SetFilePointer,NtCreateFile,NtAllocateVirtualMemory,NtReadFile,SetFilePointer,GetFileSize,NtReadFile,NtAllocateVirtualMemory,NtReadFile,NtFreeVirtualMemory,SetFilePointer,SetEndOfFile,SetFilePointer,NtWriteFile,NtFreeVirtualMemory,NtClose,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,GetSystemWindowsDirectoryW,NtCreateFile,NtCreateSection,NtMapViewOfSection,NtClose,NtAllocateVirtualMemory,NtFreeVirtualMemory,NtAllocateVirtualMemory,LdrLoadDll,LdrGetProcedureAddress,IsDebuggerPresent,GetSystemMetrics,NtMapViewOfSection,LdrGetDllHandle,LdrGetProcedureAddress,NtAllocateVirtualMemory,GetSystemMetrics,NtClose,GetSystemMetrics,NtAllocateVirtualMemory,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,CreateProcessInternalW,NtClose,DeleteFileW,RemoveDirectoryW"
559,114,b2c6ea931b3f233649d19b73261e88dd,_,_,_,"GetSystemInfo,LdrGetDllHandle,LdrGetProcedureAddress,RegOpenKeyExW,NtOpenKey,NtQueryValueKey,NtClose,NtOpenKey,NtQueryValueKey,NtClose,NtQueryAttributesFile,LoadStringW,NtAllocateVirtualMemory,LoadStringW,LdrGetDllHandle,LdrGetProcedureAddress,LdrGetDllHandle,LdrGetProcedureAddress,LdrGetDllHandle,LdrGetProcedureAddress,SetErrorMode,LdrLoadDll,SetErrorMode,NtCreateFile,NtCreateSection,NtMapViewOfSection,NtClose,NtQueryAttributesFile,NtCreateFile,NtCreateSection,NtMapViewOfSection,NtClose,GetSystemInfo,NtProtectVirtualMemory,NtCreateFile,FindResourceW,SizeofResource,LoadResource,GetFileSize,SetFilePointer,NtReadFile,SetFilePointer,GetFileSize,NtReadFile,NtAllocateVirtualMemory,NtReadFile,NtFreeVirtualMemory,SetFilePointer,LdrGetDllHandle,LdrGetProcedureAddress,GetFileAttributesW,CreateDirectoryW,SetFilePointer,NtCreateFile,NtAllocateVirtualMemory,NtReadFile,SetFilePointer,GetFileSize,NtReadFile,NtAllocateVirtualMemory,NtReadFile,NtFreeVirtualMemory,SetFilePointer,SetEndOfFile,SetFilePointer,NtWriteFile,NtFreeVirtualMemory,NtClose,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,GetSystemWindowsDirectoryW,NtCreateFile,NtCreateSection,NtMapViewOfSection,NtClose,NtAllocateVirtualMemory,NtFreeVirtualMemory,NtAllocateVirtualMemory,LdrLoadDll,LdrGetProcedureAddress,IsDebuggerPresent,GetSystemMetrics,NtMapViewOfSection,LdrGetDllHandle,LdrGetProcedureAddress,NtAllocateVirtualMemory,GetSystemMetrics,NtClose,GetSystemMetrics,NtAllocateVirtualMemory,LdrLoadDll,LdrGetProcedureAddress,LdrLoadDll,LdrGetProcedureAddress,CreateProcessInternalW,NtClose,DeleteFileW,RemoveDirectoryW"
